id,date,day_of_week,time,timezone,direction,motorcycle,car,bus,truck
283,2023-09-04,Monday,07:15,1,JalanPRamlee,63.0,91.0,0.0,0.0
284,2023-09-04,Monday,07:15,1,JalanPenang,61.0,97.0,0.0,0.0
285,2023-09-04,Monday,07:30,1,Stadium,61.0,73.0,6.0,1.0
286,2023-09-04,Monday,07:30,1,JalanPerak,59.0,89.0,1.0,0.0
287,2023-09-04,Monday,07:30,1,JalanPRamlee,57.0,93.0,0.0,0.0
288,2023-09-04,Monday,07:30,1,JalanPenang,76.0,85.0,1.0,2.0
289,2023-09-04,Monday,07:45,1,Stadium,,,,
290,2023-09-04,Monday,07:45,1,JalanPerak,,,,
291,2023-09-04,Monday,07:45,1,JalanPRamlee,47.0,80.0,0.0,0.0
292,2023-09-04,Monday,07:45,1,JalanPenang,53.0,105.0,1.0,1.0
293,2023-09-04,Monday,08:00,1,Stadium,36.0,59.0,1.0,0.0
294,2023-09-04,Monday,08:00,1,JalanPerak,47.0,94.0,2.0,0.0
295,2023-09-04,Monday,08:00,1,JalanPRamlee,66.0,89.0,3.0,0.0
296,2023-09-04,Monday,08:00,1,JalanPenang,68.0,73.0,2.0,1.0
297,2023-09-04,Monday,08:15,1,Stadium,46.0,44.0,1.0,0.0
298,2023-09-04,Monday,08:15,1,JalanPerak,61.0,99.0,0.0,1.0
299,2023-09-04,Monday,08:15,1,JalanPRamlee,80.0,83.0,1.0,0.0
300,2023-09-04,Monday,08:15,1,JalanPenang,64.0,123.0,2.0,1.0
301,2023-09-04,Monday,08:30,1,Stadium,40.0,53.0,0.0,0.0
302,2023-09-04,Monday,08:30,1,JalanPerak,71.0,113.0,4.0,0.0
303,2023-09-04,Monday,08:30,1,JalanPRamlee,61.0,97.0,1.0,0.0
304,2023-09-04,Monday,08:30,1,JalanPenang,48.0,106.0,5.0,0.0
305,2023-09-04,Monday,08:45,1,Stadium,,,,
306,2023-09-04,Monday,08:45,1,JalanPerak,54.0,86.0,2.0,2.0
307,2023-09-04,Monday,08:45,1,JalanPRamlee,,,,
308,2023-09-04,Monday,08:45,1,JalanPenang,,,,
309,2023-09-04,Monday,12:00,2,Stadium,22.0,18.0,8.0,1.0
310,2023-09-04,Monday,12:00,2,JalanPerak,39.0,25.0,3.0,0.0
311,2023-09-04,Monday,12:00,2,JalanPRamlee,19.0,35.0,2.0,0.0
312,2023-09-04,Monday,12:00,2,JalanPenang,46.0,22.0,5.0,2.0
313,2023-09-04,Monday,12:15,2,Stadium,33.0,28.0,6.0,1.0
314,2023-09-04,Monday,12:15,2,JalanPerak,43.0,39.0,2.0,2.0
315,2023-09-04,Monday,12:15,2,JalanPRamlee,10.0,20.0,3.0,0.0
316,2023-09-04,Monday,12:15,2,JalanPenang,30.0,29.0,9.0,1.0
317,2023-09-04,Monday,12:30,2,Stadium,22.0,20.0,7.0,0.0
318,2023-09-04,Monday,12:30,2,JalanPerak,39.0,46.0,3.0,0.0
319,2023-09-04,Monday,12:30,2,JalanPRamlee,25.0,30.0,11.0,0.0
320,2023-09-04,Monday,12:30,2,JalanPenang,44.0,30.0,5.0,0.0
321,2023-09-04,Monday,12:45,2,Stadium,,,,
322,2023-09-04,Monday,12:45,2,JalanPerak,35.0,44.0,1.0,0.0
323,2023-09-04,Monday,12:45,2,JalanPRamlee,,,,
324,2023-09-04,Monday,12:45,2,JalanPenang,,,,
325,2023-09-04,Monday,13:00,2,Stadium,85.0,71.0,13.0,1.0
326,2023-09-04,Monday,13:00,2,JalanPerak,65.0,57.0,0.0,2.0
327,2023-09-04,Monday,13:00,2,JalanPRamlee,,,,
328,2023-09-04,Monday,13:00,2,JalanPenang,61.0,33.0,6.0,0.0
329,2023-09-04,Monday,13:15,2,Stadium,53.0,66.0,10.0,0.0
330,2023-09-04,Monday,13:15,2,JalanPerak,48.0,72.0,2.0,2.0
331,2023-09-04,Monday,13:15,2,JalanPRamlee,,,,
332,2023-09-04,Monday,13:15,2,JalanPenang,69.0,43.0,12.0,0.0
333,2023-09-04,Monday,13:30,2,Stadium,42.0,50.0,6.0,0.0
334,2023-09-04,Monday,13:30,2,JalanPerak,56.0,47.0,2.0,1.0
335,2023-09-04,Monday,13:30,2,JalanPRamlee,,,,
336,2023-09-04,Monday,13:30,2,JalanPenang,51.0,42.0,5.0,1.0
337,2023-09-04,Monday,13:45,2,Stadium,64.0,70.0,2.0,0.0
338,2023-09-04,Monday,13:45,2,JalanPerak,45.0,66.0,7.0,0.0
339,2023-09-04,Monday,13:45,2,JalanPRamlee,,,,
340,2023-09-04,Monday,13:45,2,JalanPenang,,,,
341,2023-09-04,Monday,17:00,3,Stadium,103.0,199.0,3.0,0.0
342,2023-09-04,Monday,17:00,3,JalanPerak,76.0,89.0,4.0,1.0
343,2023-09-04,Monday,17:00,3,JalanPRamlee,,,,
344,2023-09-04,Monday,17:00,3,JalanPenang,72.0,139.0,4.0,4.0
345,2023-09-04,Monday,17:15,3,Stadium,119.0,191.0,4.0,0.0
346,2023-09-04,Monday,17:15,3,JalanPerak,73.0,121.0,3.0,4.0
347,2023-09-04,Monday,17:15,3,JalanPRamlee,,,,
348,2023-09-04,Monday,17:15,3,JalanPenang,86.0,114.0,5.0,2.0
349,2023-09-04,Monday,17:30,3,Stadium,134.0,227.0,1.0,3.0
350,2023-09-04,Monday,17:30,3,JalanPerak,62.0,124.0,4.0,2.0
351,2023-09-04,Monday,17:30,3,JalanPRamlee,,,,
352,2023-09-04,Monday,17:30,3,JalanPenang,83.0,136.0,10.0,0.0
353,2023-09-04,Monday,17:45,3,Stadium,110.0,211.0,2.0,0.0
354,2023-09-04,Monday,17:45,3,JalanPerak,56.0,118.0,0.0,1.0
355,2023-09-04,Monday,17:45,3,JalanPRamlee,,,,
356,2023-09-04,Monday,17:45,3,JalanPenang,,,,
357,2023-09-04,Monday,18:00,3,Stadium,97.0,162.0,1.0,0.0
358,2023-09-04,Monday,18:00,3,JalanPerak,56.0,98.0,1.0,0.0
359,2023-09-04,Monday,18:00,3,JalanPRamlee,,,,
360,2023-09-04,Monday,18:00,3,JalanPenang,78.0,116.0,3.0,0.0
361,2023-09-04,Monday,18:15,3,Stadium,116.0,182.0,0.0,0.0
362,2023-09-04,Monday,18:15,3,JalanPerak,69.0,92.0,0.0,1.0
363,2023-09-04,Monday,18:15,3,JalanPRamlee,,,,
364,2023-09-04,Monday,18:15,3,JalanPenang,83.0,132.0,2.0,0.0
365,2023-09-04,Monday,18:30,3,Stadium,74.0,105.0,1.0,0.0
366,2023-09-04,Monday,18:30,3,JalanPerak,43.0,78.0,1.0,0.0
367,2023-09-04,Monday,18:30,3,JalanPRamlee,,,,
368,2023-09-04,Monday,18:30,3,JalanPenang,89.0,113.0,1.0,1.0
369,2023-09-04,Monday,18:45,3,Stadium,89.0,113.0,2.0,0.0
370,2023-09-04,Monday,18:45,3,JalanPerak,46.0,64.0,2.0,0.0
371,2023-09-04,Monday,18:45,3,JalanPRamlee,,,,
372,2023-09-04,Monday,18:45,3,JalanPenang,,,,
373,2023-09-05,Tuesday,07:00,1,Stadium,73.0,65.0,1.0,1.0
374,2023-09-05,Tuesday,07:00,1,JalanPerak,98.0,103.0,0.0,1.0
375,2023-09-05,Tuesday,07:00,1,JalanPRamlee,,,,
376,2023-09-05,Tuesday,07:00,1,JalanPenang,106.0,115.0,1.0,0.0
377,2023-09-05,Tuesday,07:15,1,Stadium,56.0,108.0,0.0,1.0
378,2023-09-05,Tuesday,07:15,1,JalanPerak,84.0,135.0,0.0,1.0
379,2023-09-05,Tuesday,07:15,1,JalanPRamlee,,,,
380,2023-09-05,Tuesday,07:15,1,JalanPenang,100.0,172.0,2.0,0.0
381,2023-09-05,Tuesday,07:30,1,Stadium,65.0,105.0,0.0,1.0
382,2023-09-05,Tuesday,07:30,1,JalanPerak,88.0,123.0,0.0,2.0
383,2023-09-05,Tuesday,07:30,1,JalanPRamlee,,,,
384,2023-09-05,Tuesday,07:30,1,JalanPenang,49.0,116.0,0.0,3.0
385,2023-09-05,Tuesday,07:45,1,Stadium,,,,
386,2023-09-05,Tuesday,07:45,1,JalanPerak,69.0,142.0,0.0,2.0
387,2023-09-05,Tuesday,07:45,1,JalanPRamlee,,,,
388,2023-09-05,Tuesday,07:45,1,JalanPenang,74.0,193.0,1.0,1.0
389,2023-09-05,Tuesday,08:00,1,Stadium,54.0,49.0,20.0,3.0
390,2023-09-05,Tuesday,08:00,1,JalanPerak,87.0,145.0,0.0,0.0
391,2023-09-05,Tuesday,08:00,1,JalanPRamlee,,,,
392,2023-09-05,Tuesday,08:00,1,JalanPenang,58.0,93.0,9.0,3.0
393,2023-09-05,Tuesday,08:15,1,Stadium,45.0,85.0,0.0,0.0
394,2023-09-05,Tuesday,08:15,1,JalanPerak,68.0,132.0,1.0,2.0
395,2023-09-05,Tuesday,08:15,1,JalanPRamlee,,,,
396,2023-09-05,Tuesday,08:15,1,JalanPenang,73.0,142.0,5.0,0.0
397,2023-09-05,Tuesday,08:30,1,Stadium,50.0,72.0,3.0,0.0
398,2023-09-05,Tuesday,08:30,1,JalanPerak,94.0,149.0,5.0,1.0
399,2023-09-05,Tuesday,08:30,1,JalanPRamlee,,,,
400,2023-09-05,Tuesday,08:30,1,JalanPenang,76.0,100.0,5.0,0.0
401,2023-09-05,Tuesday,08:45,1,Stadium,,,,
402,2023-09-05,Tuesday,08:45,1,JalanPerak,90.0,136.0,2.0,1.0
403,2023-09-05,Tuesday,08:45,1,JalanPRamlee,,,,
404,2023-09-05,Tuesday,08:45,1,JalanPenang,75.0,103.0,5.0,1.0
405,2023-09-05,Tuesday,12:00,2,Stadium,76.0,96.0,7.0,1.0
406,2023-09-05,Tuesday,12:00,2,JalanPerak,72.0,84.0,6.0,1.0
407,2023-09-05,Tuesday,12:00,2,JalanPRamlee,,,,
408,2023-09-05,Tuesday,12:00,2,JalanPenang,72.0,96.0,10.0,2.0
409,2023-09-05,Tuesday,12:15,2,Stadium,53.0,119.0,3.0,2.0
410,2023-09-05,Tuesday,12:15,2,JalanPerak,75.0,81.0,6.0,1.0
411,2023-09-05,Tuesday,12:15,2,JalanPRamlee,,,,
412,2023-09-05,Tuesday,12:15,2,JalanPenang,57.0,95.0,8.0,2.0
413,2023-09-05,Tuesday,12:30,2,Stadium,48.0,125.0,8.0,0.0
414,2023-09-05,Tuesday,12:30,2,JalanPerak,60.0,95.0,3.0,1.0
